Feature,GNUR 1,GNUR 2,GNUR 3,GNUR 4,GNUR 5,CTRL 1,CTRL 2,CTRL 3,CTRL 5,CTRL 6
PI 18:2/18:2,1785412.7,499341.41,306711.73,991135.65,2616402.61,443258.13,219894.37,184224,202465.1,263041.07
PI 18:2/18:3,368150.22,362086.04,386503.4,874605.5,368205.12,96035.1,96687.91,82038.26,83194.34,76572.93
PI 18:2/20:1,99894.08,32504.84,10416.76,58569.67,242667.4,20426,26269.22,13234.65,8069.58,23173.2
PI 18:2/20:2,700933.79,340244.02,381393.42,655668.19,257259.8,181770.08,128829.15,84871.14,172325.3,19142.14
PI 18:2/20:3,139169.45,88676.48,24685.06,46467.13,193628.89,130988.71,45968.65,36148.1,63296.34,82698.51
PI 18:2/20:4,392225.41,149733.4,46420.27,192381.37,266070.92,134474.14,212985.02,114067.03,78275.57,68981.77
PI 18:2/20:5,63000.85,47342.64,44170.18,85677.41,42824.99,30902.34,26078.36,32995.87,28345.19,20695.48
PI 18:2/22:4,111781.36,59590.49,44298.82,71418.28,163917.05,69413.52,87984.97,49151.12,24093.7,43162.96
PI 18:2/22:5,113988.94,78589.44,58619.12,111397.69,159127.36,51362.15,61639.12,27021.55,41522.13,50800.13
PI 18:2/22:6,89974.37,61815.68,78595.46,91779.91,115965.07,20217.45,50519.58,43887,53738.3,55702.39
PI 20:0/16:1,2967235.53,879347.8,653674.12,1125199.21,474871.14,2361173.28,1605634.86,1542375.65,775271.23,991942.29
PI 20:0/18:1,15036975.9,5998004.15,3514545.93,10209392.64,4280409.5,14634881.42,10718195.32,13329821.91,5134775.72,6371291.8
PI 20:0/18:2,8083371.9,2228515.23,1487024.75,6416835.88,2251300.75,2698521.68,1973414.77,1720082.61,1108033.96,2976219.74
PI 20:0/18:3,158771.31,88445.06,43351.85,281249.44,163563.87,65932.01,58705.92,47854.85,49217.43,36645.76
PI 20:0/20:1,700789.41,196689.23,156241.21,303162.97,229875.21,258279.74,188988.04,210191.45,132239.07,83300.97
PI 20:0/20:2,459277.2,153714.14,82771.91,200421.01,112047.39,166003.52,165201,149675.37,63001.07,71237.13
PI 20:0/20:3,494541.25,105358.03,79539.56,204461.28,75017.67,462955.55,143562.21,75762.74,136750.54,228864.02
PI 20:0/20:4,1168534.61,354074.36,181649.78,690380.78,167917.47,396045.76,616386.22,305626.4,142984.01,160835.83
PI 20:0/20:5,43150.09,36025.24,41230.29,70674.31,72418.98,35374.65,24916.46,19278.91,18486.75,28325.97
PI 20:0/22:5,33219.85,28239.08,7464.25,21530.42,34381.96,31232.03,17570.86,17126.65,5958.36,16872.92
PI 20:0/22:6,131830.25,38921.65,15432.51,91773.24,66692.1,38701.11,36990.84,31184.41,23848.28,22449.41
LPS 14:0,22452.75,21116.11,20464.03,10892.03,17382.84,15740.02,18275.86,14223.12,13208.56,18451.66
LPS 16:0,209902.36,181944.3,283875.06,305956.9,344847.94,815121.46,565420.79,587578.17,685353.25,622557.6
LPS 16:1,118110.97,125835.46,84235.97,109721.47,741345.03,101459.5,72478.43,95299.37,71257.23,55017.9
LPS 18:0,7747916.73,4048223.09,5715935.18,11501622.29,1746651.41,7185593.31,4972392.29,12600797.16,6684169.53,3670994.97
LPS 18:1,226106.51,171286.43,132256.36,202112.62,145273.3,313392.25,157055.31,256980.05,177722.99,239107.71
LPS 18:2,436553.82,177759.36,201035.93,588452.91,210759.25,206086.16,103876.44,181516.56,224199.41,147813.26
LPS 18:3,25342.4,11806.79,25578.19,50366.87,22861.58,25715.97,10988.68,23434.02,18495.43,16126.67
LPS 20:0,38832.92,19088.95,44007.37,85154.14,55425.01,27057.01,28541.02,32136.64,26010.67,15405.54
LPS 20:1,19976.11,19326.81,40073.67,49802.25,61376.34,30764.82,26410.01,19736.7,22399.92,24339.38
LPS 20:2,13135.22,8690.4,9287.15,35393.07,25774.33,15948.1,25727.42,18002.07,27979.02,22672.83
LPS 20:3,84302.61,62738.11,28496.39,66228.29,55740.55,100066.39,58942.89,71824,103270.72,112193.53
LPS 20:4,368383.81,177983.54,76217.58,218901.76,109035.67,408260.47,375940.43,559029.3,353426.96,392004.9
LPS 20:5,27322.63,27466.94,16699.26,25020.99,26629.29,18251.09,18431.66,10657.12,15792.83,13721.39
LPS 22:4,29872.35,24322.06,30058.77,29748.69,50744.52,53266.86,112573.43,104429.29,126910.53,71885.81
LPS 22:5, ,7242.26,5150.94,7229.98,24304.23,28305.52,5638.34,25861.86,22259.49,7414.67
LPS 22:6,36386.36,28505.82,16615.99,24612.53,32085.88,16371.34,38847.49,30334.8,33793.44,23689.04
PS 14:1/14:1,32097.5,25002.58,16011.39,22963.77,61293.04,31906.51,23597.52,33531.74,44012.95,21734.26
PS 14:0/14:0,24369.27,47070.17,44989.28,64511.36,61046.56,57402.05,63112.48,52192.36,28934.98,31443.04
PS 14:0/18:1,3426488.2,1942030.17,3130045.89,3442620.79,7476395.5,6549870.04,3931802.93,5192171.82,2750477.32,3617802.13
PS 14:0/18:2,12234967.04,4757525.95,5059708.96,16503938.72,5058073.03,6348929.19,3598723.8,3765571.21,3263546.54,3844311.93
PS 14:0/18:3,357583.56,231933.62,89992.77,282788.96,593020.67,75078.28,39151.5,56843.63,56829.73,83590.13
PS 14:0/20:1,537285.96,396315.09,254263.92,493406.8,623437.66,553030.93,233013.74,335174.75,409155.67,353953.1
PS 14:0/20:2,275944.97,172610.11,61906.47,171312.83,186673.1,253202.04,148178.44,71460.82,249754.37,184443.26
PS 14:0/20:3,1551141.46,1196528.39,339515.5,812888.49,605912.04,2048714.01,841835.61,266010.92,1850826.18,1517965.02
PS 14:0/20:4,10245879.45,8393603.44,3396840.05,6747575.51,5094472.58,10384083.34,10950878.22,3736424.77,7479626.13,6701815.84
PS 14:0/20:5,632366.31,470691.93,216750.66,507693.74,466294.68,501736.19,370903.18,365321.22,320747.01,455898.91
PS 14:0/22:4,3843780.1,3115450.29,866540.68,1776791.53,1440285.24,4652153.94,6675936.52,1183245.94,3485931.13,3048631.38
PS 14:0/22:5,2131261.62,1581613.47,534831.68,1033289.6,651231.04,1480871.15,1653866.98,499634.58,914327.91,768542.05
PS 14:0/22:6,2185723.61,1493406.2,829301.39,1677802.39,810075.47,1716128.09,2008395.76,1582389.35,1349503.67,1022068.46
PS 16:0/14:0,76142.66,102164.82,34284.2,88132.55,602658.63,36148.08,35694.26,35802.1,33105.9,16191.45
PS 16:0/16:0,2375497.06,2784964.01,1384240.19,3169875.31,15857905.01,1754885.94,3051655.42,3871922.87,958042.95,893395.49
PS 16:0/16:1,625856.71,251854.5,234372.04,425991.69,717084.51,764539.78,529418.1,666009.14,394825.67,361968.8
PS 16:0/18:0,10589822.77,7484242.68,7106008.4,8595852.36,6419047.61,9250383.1,6930845.92,7772756.71,7958832.5,7820091.77
PS 16:0/18:1,2753837.76,1739821.43,1943413.53,2726402.21,4765198.44,6421407.46,6137968.04,5014513.47,4738374.95,4611122.28
PS 16:0/18:2,6034077.88,4434455.14,5004857.34,9729998.17,11489357.64,9688388.15,5456084.06,5859021.2,4801908.34,5989517.41
PS 16:0/18:3,2988593.13,2052073.42,446099.7,2271782.66,9516055.94,921443.69,239705.42,104269.77,476083.28,738117.78
PS 16:0/20:1,3284130.68,2330687.5,1930261.57,3641808.39,2323817.58,5127558.97,3502334.74,4141639.59,4431130.54,4010020.01
PS 16:0/20:2,569832.57,329007.77,144303.32,241023.48,1673693.26,362045.85,136227.94,131929.47,324866.11,181709.16
PS 16:0/20:3,1900351.06,1056180.72,619631.61,902916.76,1891727.75,4683309.01,1029319.11,698729.06,2771728.38,2892646.28
PS 16:0/20:4,19343061.31,10494249.84,6521346.02,12497554.6,7880040.74,64549823.79,16765268.28,12527789.13,30256894.74,36768151.56
PS 16:0/20:5,3697864.62,2273344.27,661108.09,2693919.82,4021708.05,1842888.38,1320498.35,794642.22,1031681.45,1406209.1
PS 16:0/22:4,4968588.97,2716939.33,571013.73,1985650.02,7876821.55,4339642.4,6192836.61,1131491.3,2661857.72,2475952.24
PS 16:0/22:5,2827058.64,1288103.2,429596.3,1317014.95,1827994.26,1610453.86,1902324.51,469244.91,1123626.07,906496.39
PS 16:0/22:6,4705339.35,3116575.65,2796528.73,4983273.42,1949172.02,6468009.81,2844976.69,3287183.95,4054361.41,2967939.39
PS 18:0/14:0,1515391.49,1174888.69,1012734.28,1434540.88,801672.05,570812.92,661435.39,1151198.88,438735.43,394659.86
PS 18:0/16:1,40946337.65,21808779.7,21418554.03,25268711.88,8178951.27,30310671.53,23057075.45,25894200.16,25888055.36,24615188.79
PS 18:0/18:0,695480360.3,675479967.7,469797050.1,1082612133,400185415.5,742139718.4,886050689,1301672824,765569453.9,493660753.3
PS 18:0/18:1,471153345.6,310794617.7,311938910.7,555775397.1,196282391.8,758099270.1,586825477.6,666302238.2,668114932.8,602568750.9
PS 18:0/18:2,54632371.68,34331052.08,34226179.09,81508579.05,27038364.15,28650086,24535692.11,21331373.05,21158797.37,20041298.57
PS 18:0/18:3,2355060.62,1856978,1754401.69,3958617.56,3304821.02,723163.03,940359.03,722216.93,541732.06,582237.09
PS 18:0/20:0,90677464.34,112406420.8,51008257.77,105115954,57328417.58,101008250,156037070.4,176280253.5,101772914,77459772.56
PS 18:0/20:1,25258196.34,14073707.82,13607998.04,23445608.41,6759930.46,16044098.63,11477169.37,11876946.68,13682063.49,11071653.64
PS 18:0/20:2,12862323.37,6513556.09,6015659.36,9675971.48,2399769.35,6832796.76,7154378.23,6865766.77,5225522.48,5288862.6
PS 18:0/20:3,6038863.06,2608888.15,2328314.05,4689085.97,2192740.69,3871935.13,3260826.67,1730109.27,3215219.74,2905259.13
PS 18:0/20:4,164699023.8,70848737.83,34035417.03,121017371.3,49315991.12,379742189.6,155930969.9,279040317.7,219849575.5,237418328.8
PS 18:0/20:5,262540.96,216499.8,68521.83,235630.18,1026519.99,95357.53,121350.2,97477.3,49454.22,94779.06
PS 18:0/22:4,999605.7,566624.8,210336,599800.51,624220.6,1503203.5,773383.43,610237.02,895713.38,293149.68
PS 18:0/22:5,1296748.83,440457.34,420281.04,1232350.75,620515.09,325441.44,342265.58,320737.97,511309.09,177313.18
PS 18:0/22:6,26768012.3,14931390.34,11868997.13,31473396.09,8801256.04,25166861.1,20583809.25,33935107.26,16117853.47,7101548.19
PS 18:1/16:1,13794210.87,12102649.52,19047182.22,22973305.35,22417803.4,37764292.02,24198557.05,32636187.2,21306286.89,23655561.22
PS 18:1/18:1,4648862.6,3284390.85,2883143.02,4661328.07,5847992.9,11235392.17,8573673.79,8470040.81,9488262.91,8463745.75
PS 18:1/18:2,26312309.77,18488844.27,15088335.68,32413880.62,29665698.88,19328149.64,18634728.17,16417674.74,9950298.31,11941723.82
PS 18:1/18:3,726263.76,489935.57,167019.15,717877.11,2566740,232978.48,152646.18,163918.23,121666.5,169711.64
PS 18:1/20:1,229926.67,224161.72,194027.32,376288.7,713768.86,190216.03,165651.75,262147.05,148902.68,196041.41
PS 18:1/20:2,337089.11,263028.54,144355.96,292524.15,755633.48,456344.19,269748.42,282103.11,283640.39,269538.36
PS 18:1/20:3,2646529.64,2014797.54,1380191.67,2602589.61,1404780.33,4928473.12,2994633.65,2137051.26,2563158.05,3641327.3
PS 18:1/20:4,12344707.28,9517192.52,7067492.87,17715417.5,9325379.73,6993401.7,17517901.5,16756523.53,3910788.29,6319265.92
PS 18:1/20:5,143997.73,156941.23,52850.51,184241.6,304560.31,83245.68,84226.93,64159.39,25271.5,20038.65
PS 18:1/22:4,399044.17,224604.64,147471.5,311437.13,481145.26,340608.66,300090.19,468333.62,240074.8,165603.04
PS 18:1/22:5,109923.38,225420.69,142927.98,260476.39,282023.59,97628.38,339426.89,325486.76,67294.34,100388.15
PS 18:1/22:6,1983939.54,745872.6,878936.57,2289861.8,1127071.78,822136.64,1049197.69,1283054.06,387118.61,404860.87
PS 18:2/16:1,30173614.07,38155661.63,46476808.38,79976671.4,65582474.62,73366849.11,41203368.67,43401473.15,59373972.4,45824518.23
PS 18:2/18:2,23454591.48,6445601.47,6593992.26,14013415.37,20020477.04,13174979.32,4553377.94,3827516.06,4822279.73,6383096.88
PS 18:2/18:3,404271.02,167980.63,93109.36,360482.43,662392.02,137054.26,110549.4,75249.79,49348.71,84475.93
PS 18:2/20:1,197609.68,162206.75,70334.64,199228.32,671381.11,92630.22,65964.07,52511.75,49301.31,69421.45
PS 18:2/20:2,256913.9,93539.49,102312.12,120211.95,521073.13,220362.64,94451.03,79147.54,103713.98,182389.07
PS 18:2/20:3,726261.93,408738.58,614333.23,545857.5,518649.66,2457299.12,671939.24,463215.44,1219760.21,2068060.12
PS 18:2/20:4,7216107.89,2086340.23,1945560.72,3489587.03,2753799.49,6515728.53,6020047.42,4998823.05,3571881.36,4600389.85
PS 18:2/20:5,98588.04,40691.74,46765.31,94732.86,111046.25,128058.1,42320.6,20796.55,96472.18,91586.28
PS 18:2/22:4,212870.56,121778.64,43967.34,85744.57,242670.64,103227.15,193492.65,88011.74,102469.17,102807.5
PS 18:2/22:5,226814.05,65271.02,55455.22,166599.15,147921.86,103793.11,85011.16,90108.15,46295.08,53104.26
PS 18:2/22:6,1951791.99,359896.87,500255.7,1345418.77,490945.34,1222906.46,713711.06,807684.43,661872.3,411352.65
PS 20:0/16:1,17164972.2,9751882.07,7454661.57,8274084.26,3457916.99,14675500.82,8869090.84,10124062.42,11796810.88,10047030.37
PS 20:0/18:1,108685899.1,64545277.91,49663033.12,72426782.69,37219500.05,125066995.9,65644426.53,79805004.9,94774043.67,84394964.2
PS 20:0/18:2,147684414.4,68385405.39,52605619.76,101338021.4,52737363.6,90979794.49,43020075.54,43978376.43,51837886.66,52689570.45
PS 20:0/18:3,2376147.07,1384320.65,1010423.52,2131916.4,1561225.9,1139223.82,1305669.97,1230233.47,689838.13,850484.66
PS 20:0/20:1,3201785.32,2071619.47,1853700.93,2499557.36,1375584.93,1646716.75,981897.22,1144534.56,1850005.85,1009110.43
PS 20:0/20:2,2842358.14,1561547.78,1080483.32,1639474.34,898976.35,2221711.4,1080350.25,1029039.43,1437911.84,1522333.27
PS 20:0/20:3,8577492.71,3146614.46,2207309.64,3153281.68,1152145.27,17783819.39,3259623.5,2021285.1,9123304.48,13454624.16
PS 20:0/20:4,30736758.65,14060490.59,8597082.21,18970251.41,4945320.89,24016439.97,22952564.41,15967044.82,10595131.1,12955355.33
PS 20:0/20:5,597287.32,327947.42,175744.93,496301.28,569178.45,237765.98,72834.86,71612.3,106949.52,116778.38
PS 20:0/22:4,429599.1,175472.45,143310.41,213900.62,265892.58,437543.25,436923.83,418969.01,210111.98,332182.24
PS 20:0/22:5,976714.32,371278.26,288766.87,623885.23,377195.1,864597.87,642632.35,569552.11,427447.86,447820.64
PS 20:0/22:6,7604613,2066126.41,1954696.72,4090158.53,1110869.94,5130507.55,3470123.36,3431093.8,2001739.26,2346215.48
