Feature,GNUR 1,GNUR 2,GNUR 3,GNUR 4,GNUR 5,CTRL 1,CTRL 2,CTRL 3,CTRL 5,CTRL 6
TAG 50:5/FA18:1,9288.4,8852.67, ,7385.63,26229.14,9419.35, ,33142.17,16484.18,12777.94
TAG 50:5/FA18:2,7025.76,24704.82,35440.44,7465.96,7152.11,105677.6,26244.42,105470.6,75707.32,35308.76
TAG 50:5/FA18:3,9362.61,18926.51,44748.37, ,12910.25,24051.27,9377.08,79524.9,33023.38,16342.3
TAG 50:5/FA20:4, , , , ,7483.63, ,5574.12,33711.39, , 
TAG 50:5/FA20:5,25553,9052.28,14630.68,5626.55, ,3516.89, ,16506.38,11290.62,16560.48
TAG 50:6/FA20:4, , , , ,10947.47, , , , , 
TAG 51:0/FA16:0, ,60734.22,26203.27,7403.71,22142.13,14934.42,11149.82,5313.57, , 
TAG 51:0/FA17:0, ,5628.96,7290.64,9185.74,8160.7,18835.62,20320.88, , , 
TAG 51:0/FA18:0, , ,11782.32, ,7282.81,12976.39,9350.63, , , 
TAG 51:1/FA16:0,5549.72,31615.11,201181.51, ,60529.38,366575.34,78840.48,103113.78,20717.62,46919.11
TAG 51:1/FA17:0, ,50903.96,226480.5,55244.77,32393.14,74953.46,90123.96,22654,14629.46,16911.18
TAG 51:1/FA18:0, , ,18719.15, ,4173.69,5490.12,7314.38, , , 
TAG 51:1/FA18:1,7469.18,9033.78,101652.57,33111.88,34792.97,72038.79,55476.71,29238.58, , 
TAG 51:2/FA16:0,7505.37,179507.7,290420.14,12768.66,39092.85,88596.73,214636.55,50362.54,29113.26,53558.22
TAG 51:2/FA16:1, ,27465.91,65130.35, ,14084.63,79107.75,46404.17,54345.13, ,4455.53
TAG 51:2/FA17:0, ,47844.05,204570.36,36018.3,40293.71,42611.3,110769.4,82210.31, ,20450
TAG 51:2/FA18:1, ,21504.97,82283.6,14712.46,29966.66,65158.13,177299.38,239105.9,74716.97,87629.28
TAG 51:2/FA18:2,5575.61,26290.99,213932.11, ,63417.8,33751.44,43601.88,65923.66,9329.47,19951.69
TAG 51:3/FA16:1, , ,17970.33, ,22096,27398.69,23683.83,84650.11,8827.1, 
TAG 51:3/FA17:0, ,11269.8,32899.18,14648.11,12977.58,13055.16,15000.85, ,16854.67, 
TAG 51:3/FA18:2, ,29716.64,188478.71,55077.96,21249.58,43009.35,140208.75,190462.08,31470.49,25618.92
TAG 51:3/FA18:3, ,22507.9,23792.36,5396.91,12900.45,9272.82, ,8912.19,10967.87, 
TAG 51:4/FA16:1,6225.61,18535.44,14980.25, , ,12816.22,31371.33,13031.29,15055.48, 
TAG 51:4/FA18:2, ,26065.11,59014.34,51645.65,15584.31,39133.47,31731.33,41848.55,36774.7,29889.18
TAG 51:4/FA18:3,5394.29, ,7543.08,20122.58,9293.04,11203.52,5635.45,12857.5,10982.71, 
TAG 51:4/FA20:4, ,38497.92,5471,40517.73,7247.19, ,12852.13, ,6404.87, 
TAG 51:5/FA18:2, ,5518.89,25755.61,12783.44, , , ,12825.42, , 
TAG 51:5/FA18:3, ,10856.41,26446.87, , ,14890.48, , , , 
TAG 52:0/FA16:0,22102.28,93675.27,181330.16,44505.03,46066.31,31395.7,16663.38, ,9422.93, 
TAG 52:0/FA18:0,31749.63,32455.91,61243.94,51138.35,30506.57,84673.43,20727.76,41005.04,5628.21, 
TAG 52:0/FA20:0, ,11000.78,89811.3,20692.55,34221.85,55457.81,13077.26,23746.48,7086.92, 
TAG 52:1/FA16:0,55371.94,420567.11,1489731.89,347151.01,92992.05,1163452.21,604501.65,500778.96,267802.27,435034.58
TAG 52:1/FA16:1, ,5232.84,33133.58,10849.61, ,45008.41, ,14435.16, ,11003.6
TAG 52:1/FA18:0,67645.03,226384.62,1077725.21,259190.23,70774.72,426971.07,127294.67,172142.22,393491.9,98398.45
TAG 52:1/FA18:1,44836.9,526813.49,1753776.54,307597.72,75033.68,1536319.66,275933.15,1075485.46,451488.64,377151.21
TAG 52:1/FA20:0, ,7108.35, ,4857.72,12299.2,8387.32,39681.46,17711.45,5540.26, 
TAG 52:1/FA20:1, ,88199.99,35159.41,10984.66,31102.64,18590.57, ,58786.05, , 
TAG 52:2/FA14:0, ,14903.82,22575.66,7121.74,12282.54,7433.4, ,5495.53,15029.7, 
TAG 52:2/FA16:0,138038.49,2641672.11,6614610.01,1331807.8,441706.89,4757601.12,1116234.31,5037930.07,4862337.74,1561358.88
TAG 52:2/FA16:1,16446.28,29761.83,299676.65,7306.84,16037.69,286637.31,130484.71,266954.18,108732.51,98572.04
TAG 52:2/FA18:0,68173.12,353840.85,1408155.53,238897.82,180695.98,202493.2,203044.5,242943.21,229103.79,116039.74
TAG 52:2/FA18:1,291978.11,3342985.01,5415145.54,1237358.63,1201246.43,22254987.6,4024826.87,8188503.21,9735036.3,4505626.22
TAG 52:2/FA18:2,46859.34,357368.22,1205383.56,293075.6,152389.99,674500.86,536363.66,1256833.73,446027.58,286750.47
TAG 52:2/FA20:0,11142.69,13934.15, , , , , ,38805.7,10126.34, 
TAG 52:2/FA20:1, ,18510.93,13151.09, ,27027,54806.17, ,23927.58,5459.94, 
TAG 52:2/FA20:2,5581.79,14487.05,48114.4,6891.56,13007.89,5492.61, ,31436.72, ,11070.4
TAG 52:3/FA14:0, ,11189.26,31164.36, ,20070.97,16480.48, ,25647.63,11261.07,16916.04
TAG 52:3/FA16:0,310487.82,2183444.61,12507531.5,2562692.49,548449.46,19369069.41,2545371.92,10634624.18,3759224.47,2069749.2
TAG 52:3/FA16:1,49776.15,213322.16,705232.48,103436.42,69939.78,8856351.29,446811.14,1823425.29,1094787.16,943623.79
TAG 52:3/FA18:0,22541.24,75546.85,281667.19,53316.4, ,110107.09,16924.79,134808.69,80039.75,20601.02
TAG 52:3/FA18:1,275668.28,3974954.41,13931267.31,1681006.03,856980.54,12799035.73,1977960.11,8370757.89,5376919.61,2813837.6
TAG 52:3/FA18:2,451745.82,2860500.19,17019855.51,3789173.72,1762124.61,10286081.59,1553743.35,6718459.4,3232689.2,2045624.37
TAG 52:3/FA18:3, ,21676.37,330062,19656.16,43882.85,87100.58,24314.06,72350.49,20589.49,26121.95
TAG 52:3/FA20:0, ,7512.54,57096.7,11286.55, ,40252.48,18792.42,31270.48,16938.95,43087.85
TAG 52:3/FA20:1, ,14314.83,62261.43, ,24303.39,25766.53,5571.25,7435.44,18306.97, 
TAG 52:3/FA20:2, ,16936.34,24714.67, ,5554.39,42673.2,7379.25,16214.12, , 
TAG 52:3/FA20:3,32923.61,43480.11,128932.31,18857.73, ,25933.72,10974.31,14615.59, , 
TAG 52:4/FA14:0,11477.27,36633.7,47017.21,14698.42,12185.95,5399.38, , ,14425.87,7499.89
TAG 52:4/FA16:0,195481.93,3343622.55,6077405.17,2234299.18,256635.38,2105273.87,1727851.41,3097316.64,1338552.86,455382.31
TAG 52:4/FA16:1,61132.71,328611.23,1070552.81,246768.13,102582.28,2345825.26,625737.56,1209917.39,850930.36,385897.14
TAG 52:4/FA18:0, ,23650.07,11105.04,4679.18, , , ,14925.04,7464.92, 
TAG 52:4/FA18:1,587810.22,708211.27,958043.35,212747.98,74641.83,2556135.91,1145384.61,1866210.81,1454835.36,368517.62
TAG 52:4/FA18:2,894264.53,5179676.12,5922805,3381205.55,606609.18,6401569.78,3450175.08,7144140.95,2208566.27,859142.27
TAG 52:4/FA18:3,154057.13,363359.24,394990.52,455763.43,71288.24,340022.35,543890.67,296398.93,235076.23,212648.21
TAG 52:4/FA20:0, ,31198.64,101242.98,5490.84,5491.98,20680.67,14926.27,57044.04,15002.25,7505.51
TAG 52:4/FA20:2, ,6071.65,14629.93, ,18647.25, ,12625.52,12551.7, , 
TAG 52:4/FA20:3,15403.42,6071.65,32764.35,7591.6, ,31535.19, ,32281.26,19943.58,7591.09
TAG 52:4/FA20:4, ,82634.67,87370.77,42311.61,35904.18,15000.87,28167.67,50032.51,11308.25,7466.57
TAG 52:4/FA22:4,33718.91,15030.59,35599.04,9023.47,14855.82,16961.65, ,4882.12, ,14939.25
TAG 52:5/FA14:0,10466.97,7320.03,12885.87, ,18635.49,30007.03, , ,13190.99, 
TAG 52:5/FA16:0, ,353919.5,893744.02,135534.57,66869.51,183759.61,260490.13,588114.62,104762.22,50139.44
TAG 52:5/FA16:1,87924.99,311687.54,519437.09,268550.99,78049.09,307025.55,274025.13,527148.77,261777.65,142366.13
TAG 52:5/FA18:1,20109.77,40452.56,179616.78,151111.53,31197.66,57264.1,7267.96,119054.6,75672.68,37388.84
TAG 52:5/FA18:2,110200.52,109176.2,1320673.91,1027749.98,132253.96,207040.51,149483.52,1236626.64,422475.97,239731.96
TAG 52:5/FA18:3,33068.66,187006.65,612974.48,333831,225209.35,170914.3,93691.85,562884.44,130711.38,30268.38
TAG 52:5/FA20:3, ,31795.42,9110.71, , ,16739.84,14602.94,11916.35,22998.16,5437.66
TAG 52:5/FA20:4, ,16266.12,23873.96,6996.43,7059.37,7816.66,109957.11,96887.19, , 
TAG 52:5/FA20:5, ,18632.59,9348.07,5598.81,12176.29, , ,20425.79,13115.45, 
TAG 52:5/FA22:5, ,32018.56,12727.12,57119.56,16593.23, ,11115.94,12857.58, , 
TAG 52:6/FA14:0, , ,10924.59, ,7247.51, ,7244.87,7555.67,12133.25, 
TAG 52:6/FA16:0,11256.2, ,75675.53,54789.04,21964.58, ,16923.95,46123.69, , 
TAG 52:6/FA16:1,11110.26,37108.84,33601.38,14809.94,18655.41,11518.66,31727.78,27870.63,24180.95,11207.06
TAG 52:6/FA18:1, , , ,29706.29, ,25502.53, , ,13177.09, 
TAG 52:6/FA18:2,7491.35,22175.04,33759.67,86535.89,38294.16,13047.59,37374.38,170075.29,29839.81, 
TAG 52:6/FA18:3, ,10097.63,62881.76,36979.97,35255.85,3948.11,114466.83,101176.33,14824.88,22464.88
TAG 52:6/FA20:4, , ,24306.88,22274.18, , ,9318.21,67963.23, ,7338.66
TAG 52:6/FA20:5,12159.48,9317.95,4584.04,8794.03,21183.41, ,5535.82, ,16765.5, 
TAG 52:6/FA22:6,3910.82, ,14769.17,18481.88, , ,5618.88,119842.95, ,5627.23
TAG 52:7/FA16:0,12905.07,51153.32,75397.87,25865,25763.33, , ,17068.91,22616.53,5638.68
TAG 52:7/FA18:1, , ,11110.96, ,29400.41,16400.28, , , ,13146.93
TAG 52:7/FA20:5, ,25760.18,43317.96, , ,16156.41,10240.59, , ,5603.27
TAG 52:7/FA22:6, , , ,27950.14,20629.17,9157.64,14869.27,15114.33, , 
TAG 52:8/FA16:1, ,5655.59,13016.35,7172.66,9652.42,7059.21, , ,23912.75, 
TAG 52:8/FA18:2, , , , ,2273.53,22026.64, , ,10703.52,7516.36
TAG 53:0/FA16:0,12921.84,7384.45,38540.71,115891.18,16465.82,51383.14, ,53242.34, ,13109.24
TAG 53:1/FA16:0, ,7345.58,157199.65,39107.83,52999.51,114468.81,31846.39,181418.84,17650.39, 
TAG 53:1/FA17:0, ,13071.27,26081.43, ,31260.22,5482.01,7488.75,38393.9, ,11250.28
TAG 53:1/FA18:0, ,7149.77,9015.87,22074.66, , ,11254.28,38393.9,6966.98, 
TAG 53:1/FA18:1,10995.72,34824.97,168989.59,37274.81,36825.62,177492.27,55807.81,76352.8, ,11086.85
TAG 53:2/FA16:0,39016.8,76017.08,255063.88,103213.82,204539.56,125465.89,55686.1,134673.12,9256.39,13793.68
TAG 53:2/FA17:0,7451.01,14432.83,83374.34,35460.46,14684.81,41899.98,33051.27,58409.2, , 
TAG 53:2/FA18:1,11200.73,40753.82,209764.35,62582.95,179101.16,193760.3,59221.39,88530.33,42168.76,7513.65
TAG 53:2/FA18:2, ,34950.74,120114.82,42481.08, ,26221.21,55643.18,48373.51, ,33149.18
TAG 53:3/FA16:0,9300.89,68161.53,163835.29,66667.01,83406.97,98887.41,37361.16,229833.35,5582.26,40761.17
TAG 53:3/FA17:0,8786.15,9370.9,155100.18,79853.77,25985.63,48403.47,5263.86,66422.68,11092.31,12672.79
TAG 53:3/FA18:2,5628.1,59044.47,205304.34,171040.24,120993.03,95408.78,53092.12,108243.44,9207.45,31535.53
TAG 53:4/FA16:0,6128.08,9160.26,53749.18,20174.53,36662.88,81883.3,22342.32,71334.84, , 
TAG 53:4/FA17:0, ,29599.56,71096.35,53276.22,54583.04,26927.47, ,66224.73,11120.51,4465.71
TAG 53:4/FA18:2,16036.34,10795.33,291062.26,118110.69,268735.59,145026.73,37068.63,309658.4,35070.29,66825.86
TAG 53:4/FA18:3,22346.84, ,72445.54,12987.6,32825.5,31511.24,9241.01,36919.64, , 
TAG 53:4/FA20:4, , ,16704.47, ,18826.71, , , , , 
TAG 53:5/FA20:4, , ,20511.92, , ,11215.73, ,22264.81, , 
TAG 53:6/FA20:4, , ,11021.32, , ,27677.99, ,4601.73, , 
TAG 54:0/FA16:0,9382.05,10699.08,23834.36,25558.41,15905.4,35014.42,7511.89,7361.13,19954.58, 
TAG 54:0/FA18:0, ,42873.84,16541.57, ,23498.64,10726.55,5617.96,9357.87, , 
TAG 54:1/FA16:0,31732.16,58646,67828.55,71528.32,64681.98,49869.63, ,40761.71, , 
TAG 54:1/FA18:0,13066.14,58419.32,169799.54,44213.66,72578.85,75739.31,10463.06,29709.42,13111.57,11020.07
TAG 54:1/FA18:1,13011.44,43297,282827.72,53011.22,43187.67,37007.11,63615.72,69370.21,9374.45,6565.13
TAG 54:1/FA20:0,29653.73,71992.44,104494.51,53831.18,170241.57,240711.05,37420.2,116109.17,5353.25,35220.81
TAG 54:1/FA20:1,9336.71,38883.6,97949.24,25387.73,29089.25,48283.67, ,25682.01,7364.38,11181.8
TAG 54:2/FA16:0,31396.98,21869,568106.67,44105.05,117730.04,211097.23,66434.39,112254.86,53550.95,40674.85
TAG 54:2/FA18:0,44385.22,54813.75,833825.46,159159.14,140963.46,473266.25,169915.84,308089.86,60125.64,67620.82
TAG 54:2/FA18:1,22385.4,133025.17,1975860.04,212395.18,186651.07,1004454.93,336762.02,545334.85,295590.37,358669.24
TAG 54:2/FA18:2,15021.18,67271.94,254078.3,62891.12,70454.08,72561.7,22514.75,55043.85,5504.99, 
TAG 54:2/FA20:0,14582.61,80517.97,97211.55,58570.57,114460.13,69013.5,155492.58,59335.43,15598.54,24311.35
TAG 54:2/FA20:1,29758.52,127556.1,342844.73,70120.36,231788.63,443467.31,136865.62,143490.42,86506.74,31266.81
TAG 54:2/FA20:2,9388.94, ,49755.66,20424.61,5541.03,6935.46,18683.55,15251.24, , 
TAG 54:3/FA16:0,14801.46,59820.64,441698.44,163743.83,208513.3,266015.55,22536.82,400398.13,95223.6,63373.26
TAG 54:3/FA16:1,4019.64, ,36684.08, ,14697.09,55855.6,22174.49,64599.03,42750.45,7516.08
TAG 54:3/FA18:0,16894.41,137900.5,985973.17,499215.19,33563.83,245209.06,87700.08,263982.6,162021.1,54272.99
TAG 54:3/FA18:1,248706.15,604445.87,8243465.85,2807797.11,483880.02,4776465.9,2439640.46,2861735.74,2529341.73,833730.54
TAG 54:3/FA18:2,25695.01,209327.92,2430254.41,636945.59,357595.33,765554.83,225509.23,580496.03,225265.31,88954.14
TAG 54:3/FA18:3, ,53972.39,18433.19, , ,5781.7, ,14793.21, , 
TAG 54:3/FA20:1,20480.03,64863.1,313951.56,240253.18,197877.61,390535.75,39608.71,110138.29,39311.45,49412.58
TAG 54:3/FA20:2,3996.08,13078.48,93016.64,67535.54,44403.96,280665.96,147995.62,136208.93,21963.9,10911.11
TAG 54:3/FA20:3, ,11150.12,55287.46,9191.92,15407.5,5463.49,5549.63,5494.65, , 
TAG 54:4/FA16:0,62741.67,73883.37,250326.45,152852.12,73021.69,177798.99,177159.88,144869.91,217993.49,39193.78
TAG 54:4/FA16:1, ,9409.1,35750.17,34482.16,16622.49,14938.35,27995.02, ,42163.34,10792.71
TAG 54:4/FA18:0,46010.36,63500.65,792281.51,320493.5,141554.46,199182.83,88237.11,92077.27,59115.17,38389.88
TAG 54:4/FA18:1,320955.05,629646.51,6131429.55,2964029.86,527038.45,3411282.33,2086195.75,4543339.82,1701865.59,1512030.26
TAG 54:4/FA18:2,168220.94,618608.55,3197419.35,2117403.22,274947.24,2601578.85,685683.44,1324939.51,1460786.98,869913.5
TAG 54:4/FA18:3, ,27656.2,82214.01,28845.19,71255.85,10952.24,9366.04,55085.14,9402.92, 
TAG 54:4/FA20:1,5278.35, ,61838.35,28017.04,15185.54,36731.84, ,6555.41,8245.02, 
TAG 54:4/FA20:2,66903.61,48333.6,95545.7,41030.6,66204.31,68153.4,29969.87,67999.33,65012.11,29632.96
TAG 54:4/FA20:3,41143.27,64944.55,94362.13,59041.73,33112.66,185141.34,151804.41,253991.01,115706.79,132670.48
TAG 54:4/FA20:4,29991.06,16770.84,92516.52,67968.74,27851.1,5619.89,16739.4,209325.28,12925.61,13122.54
TAG 54:4/FA22:4, ,18508.45,40939.26, , ,5617.01,16834.07,9242.62, , 
TAG 54:5/FA16:0,12947.28,38604.26,220129.31,102039.5,9952.81,126904.67,352551.52,302851.84,119597.82,72451.86
TAG 54:5/FA16:1, , ,16433.62,9372.73,22042.73,66317.81,42759.51,60596.31,17676.93,20344.75
TAG 54:5/FA18:0, ,5522.12,112423.96,18555.68, ,33470.85,11084.4,36818.57, ,9371.61
TAG 54:5/FA18:1,347364.47,1025013.88,5015389.09,1510639.8,247895.28,2512366.8,647118.08,4727967.03,650188,455379.17
TAG 54:5/FA18:2,245956.93,1117534.91,8572898.79,3952465.57,562080.37,3416890.7,547932.39,9556322.96,1258318.27,486946.92
TAG 54:5/FA18:3,33706.27,30381.14,325453.86,143736.33,38179.42,276976.38,226383.96,513236.14,55231.56,68436.62
TAG 54:5/FA20:2, , ,11305.99, , ,51096.7, ,38551.57,11990.68,27300.77
TAG 54:5/FA20:3,64484.93,41807,176609.57,11160.42,51653.9,270096.47,149595.13,154507.87,125935.51,80374.98
TAG 54:5/FA20:4,46423.03,153571.41,196287.96,325421.34,51718.97,442744.93,719542.33,1425579.42,81912.75,50431.12
TAG 54:5/FA20:5, ,14788.34, ,14696.18, ,14796.64,24203.54,36795.53, , 
TAG 54:5/FA22:4, ,18696.38,44035.88,14881.73,20406.37,16951.43, ,11030.19, ,5596.59
TAG 54:5/FA22:5, ,24631.82,53799.55,28744.82, , ,13021.65,18528.8,36827.12, 
TAG 54:6/FA16:0,5519.99,45073.34,323669.3,163591.34,15974.4,145821.59,204852.28,573948.56,60770.09,12220.68
TAG 54:6/FA16:1, ,16735.47,80325.48,17719.28,7479.77,73660.86,50750.98,148981.14,18780.03,16083.42
TAG 54:6/FA18:1,35325.61,29704.39,287686.55,318959.99,12037.34,98281.9,164963.66,399920.84,114622.99,71336.29
TAG 54:6/FA18:2,197844.2,750837.14,2705265.48,1717284.7,469893.74,1706620.82,651997.26,7086781.81,955716.08,1706570.3
TAG 54:6/FA18:3,17802.96,182462.4,635456.23,335586.89,97904.38,134140.1,125556.75,1092660.04,105462.21,133628.31
TAG 54:6/FA20:3, ,12922.54,31368.09, , ,61265.26,57345.37,50171.82,7424.84,8435.52
TAG 54:6/FA20:4,13090.29,321071.67,279615.68,341422.27,80159.12,158571.31,544810.41,1410855.93,190470.18,74166.14
TAG 54:6/FA20:5,12744.67,125192.44,77174.41, ,14656.31,53941.02,100017.25,53736.9,84975.41,35415.02
TAG 54:6/FA22:5, ,38488.78,11017.01,20195.44,14838.08,7383.64,52008.51,34657.04,13039.8,13090.53
TAG 54:6/FA22:6, ,72693.45,318898.77,110525.78,36389.94,97585.27,19824.94,118115.8,22282.89,18761.19
TAG 54:7/FA16:1, ,12070.64,37038.32,29160.13,22270.47,69280.44,37226.78,75079.24,19770.73,12008.5
TAG 54:7/FA18:1, ,20694.87,47656.79,11091.06,9097.17,14821.44,24444.77,186673.86,9419.73,9378.48
TAG 54:7/FA18:2, ,108675.04,190566.29,227175.88,48752.12,229395.23,134425.22,622507.6,79049.97,43085.12
TAG 54:7/FA18:3, ,125797.5,274634.9,43717.78,69501.92,51787.83,163392.33,689580.43,79332.07,122451.93
TAG 54:7/FA20:4, ,50198.3,35349.63,14818.07,7382.05,39003.87,63677.82,270794.22,11432.69,7363.18
TAG 54:7/FA20:5,14269.03,58464.32,82768.49,97246.23,5522.58,20420.38,14993.13,132242.43,9299.34,4500.5
TAG 54:7/FA22:5,7360.35, ,16512.05,31486.78, , , ,18373.57, , 
TAG 54:7/FA22:6, ,72588.53,29549.92,29670.01, ,114961.97,59794.35,232274.61,94808.98,12994.65
TAG 54:8/FA18:2,5436.54, ,57167.23,30919.09,5845.64, ,9204.53,115979.65, , 
TAG 54:8/FA18:3, ,26066.82,12824.89,7319.23, ,14933.49,11148.1,90365.29,14792.17,26081.99
TAG 54:8/FA20:4, ,13269.78, ,11025.56, ,16539.19, ,14124.35, , 
TAG 54:8/FA20:5, ,24267.84,8042.01,36861.8,9424.84,54029.11,38857.03,18382.96, , 
TAG 54:8/FA22:6,29868.13,46055.44,14917.12,62418.17, ,9369.97,48035.42,99760.65,18805.79,11244.27
TAG 55:1/FA16:0,14667.6,111909.21,129512.73,178746.51,38383.91,159677.34,141973.79,549845.15,12275.14, 
TAG 55:1/FA18:1,7508.87,26508.08,18653.74,23842.12,18238.06,37002.27,12881.93,84773.93,18749.41,14939.9
TAG 55:2/FA18:1, ,36989.4,40928.83,60885.5,123131.42,90482.57, ,88104.06, ,24260.45
TAG 55:2/FA18:2,18277.66,29292.19,68516.62,35195.62,21595.23,26068.02,20379.23,72208.97,11086.42,9152.26
TAG 55:3/FA18:1,7963.64,78174.33,187288.16,159826.58,66731.29,214763.39,22172.88,154754.54,27585.45,18329.98
TAG 55:3/FA18:2, ,67979.72,148122.95,58721.49,11090.78,64584.79, ,40737.19, ,5389.99
TAG 55:4/FA18:1,3882.64,110408.27,86893.08,11068.86,55130.95,112598.24,33302.71,293300.49,83354.88,35373.32
TAG 55:4/FA18:2, ,64264.87,169324.35,27691.88,152528.77,64357.49,54034.44,305669.85,16481.53,20928.01
TAG 55:5/FA18:1, ,25843.26,74188.79,9190.23,16694.17,32124.25,86265.41,70808.8, ,26256.71
TAG 55:5/FA18:2, ,31223.03,106039.44,79298.76,267334.45,273126.29,156481.67,183129.76,16615.41,77055.18
TAG 55:5/FA20:4, ,36820.47,24167.37,18713.32,25660.57, , ,7373.04,14980.33, 
TAG 55:7/FA22:6, ,11236.05,14775.81,9308.67,14435.86,22136.83, ,9773.23,3972.44, 
TAG 56:10/FA18:2, ,34991.36,51475.33,49639.55,49748.65,9171.44,18733.33,41265.1, ,9356.74
TAG 56:1/FA16:0,5607.41,22278.71,20682.64, , ,9255.31, , ,11303.25, 
TAG 56:1/FA18:1, , ,25878.2, ,3902.86, ,5618.88,11010.63,4652.98, 
TAG 56:2/FA16:0, ,42109.58,12985.59,9260.36,20352.74, , , , , 
TAG 56:2/FA18:0, ,5491.6,18451.47,16761.06,12945.76,8997.49,33508.53, ,7407.55, 
TAG 56:2/FA20:0,5632.24,32955.08,51674.56,79615.12,62809.92,101330.37,224511.6,16661.79,18444.44,7468.69
TAG 56:2/FA20:1, ,26745.06,33526.35,5569.68,46124.58,8999.66,19615.04,9259, ,7485.86
TAG 56:3/FA16:0, ,31311.61,42709.17,14682.71,10909.76, , ,9161.05,20370.65, 
TAG 56:3/FA18:0,26201.46,25782.74,62459.23,7398.43,33105.12,12876.72, ,24209.93, , 
TAG 56:3/FA18:1,31194.53,229996.58,320316.37,78639.8,119402.31,299247.12,284635.26,187765.09,100396.11,9390.1
TAG 56:3/FA18:2,5497.85,9217.09,148174.57,33403.46,77344.84,34582.9,9414.55,37042.99, ,26007.42
TAG 56:3/FA20:0,22021.04,25927.82,113578.96,38566.37,82935.6,147764.43,138573.42,133386.97,16741.4,52001.82
TAG 56:3/FA20:1,10995.72,100101.09,96311.56,67635.79,176439.15,107722.65,47115.23,34298.99,48377.6,51611.94
TAG 56:3/FA20:2, ,34657.23,46376.78, ,35353.16,44270.27, ,24014.7,6531.47, 
TAG 56:4/FA16:0, ,31278.3,49740.15,12883.06,3106.19,14771.22,20654.79,13045.28, ,9188.57
TAG 56:4/FA18:0,11436.21,42281.06,20011.32,18661.32,47631.4,9338.85, ,38542.93,5654.12,5521.17
TAG 56:4/FA18:1,16586.07,136940.13,469145.94,71933.57,51658.36,87743.91,33650.78,265820.45,76782.75,42534.91
TAG 56:4/FA18:2,102953.59,40273.88,134804.64,157043.11,112155.28,113988.44,18566.83,154909.72,48120.69,73503.38
TAG 56:4/FA20:1,23928.7,100837.41,394969.38,186326.09,111808.78,82118.28,29232.54,143300.18,82770.06,34053.6
TAG 56:4/FA20:2,23827.54,49429.5,71820.69,16510.62,46034.27,107797.66,7512.34,39961.01,12819.1, 
TAG 56:4/FA20:3,4373.09,9154.49,36715.11, ,29617.9,14947.88,18410.17,11062.32,15079.57, 
TAG 56:4/FA20:4,10995.72,11089.48, ,29722.06, , , ,9190.24, , 
TAG 56:4/FA22:4, , ,39005.69,14660.82,16511.5,13200.26,10445.69,27522.34, , 
TAG 56:5/FA16:0,18368.85,28586.71,95296.35,42168.56,38010.48,50355.7,68189.93,132775.57,49408.7,24413.51
TAG 56:5/FA18:0, ,49533.57,44062.29,29724.37,31360.81,11712.5,22507.26,67666.09,9336.41, 
TAG 56:5/FA18:1,62781.1,48763.17,100361.84,74016.42,99205.19,188227,235234.37,532747.2,123955.58,96178.31
TAG 56:5/FA18:2,35156.45,183627.07,239830.75,147850.29,184979.83,529901.86,35885.06,321473.31,42460.89,105184.43
TAG 56:5/FA20:1,22146.84,52935.7,146023.82,161758.66,122566.82,262243.72,18657.31,270167.47,27632.61,64274.26
TAG 56:5/FA20:2, ,31198.2,120812.44,51469.5, ,143668.97,27994.72,114673.29,77308.35,7444.04
TAG 56:5/FA20:3,33500.86,32812.23,129275.02,9203.29,38935.28,159993.23,91455.2,215022.71,31996.12,29638.3
TAG 56:5/FA20:4,22075.39,31389.75,177847.04,108609.81,67804.81,40547.21,112307.84,268006.29,7368.58,12945.79
TAG 56:5/FA22:4,16493.58,117498.51,89547.94,46016.73,12054.36,167373.57,164709.73,154407.58,8986.61, 
TAG 56:5/FA22:5, ,42109.58,60582.57,21963.35,7346.71,23904.69,68793.54,36908.93, ,12970.98
TAG 56:6/FA16:0,46436.76,35407.24,177448.06,236889.58,31083.36,47950.09,179954.66,207743.09,18424.18,29874.26
TAG 56:6/FA18:0,27847.09,23771.42,48979.52,53522.72,13112.44,16759.9, ,42217.38,18766.47, 
TAG 56:6/FA18:1,27746.38,86025.1,335389.25,156677.23,42223.51,544487.15,261788.84,174097.55,79501.83,24331.11
TAG 56:6/FA18:2,84921.36,64734.48,353460.06,240654.07,14253.91,153482.66,65505.14,329483.15,50244.44,48641.05
TAG 56:6/FA18:3,25837.17,18571.5,27955.46, ,13862.26,50108.66,33262.56,46121.27,7410.94, 
TAG 56:6/FA20:2,28740.94,3909.92,143731.69,81041.56,29834.07,46795.6,5643.62,57564.86,33405.5,13147.43
TAG 56:6/FA20:3,27813.91,160031.49,363987.11,189342.34,35178.97,38901.4,67150.49,193253.7,9211.11,29412.41
TAG 56:6/FA20:4,86055.76,256596.07,194101.25,323410.4,49307.94,63055.23,174758.36,532116.17,29383.64,20132.77
TAG 56:6/FA20:5, , ,9321.61,32976.29, , , ,14800.81,7533.62, 
TAG 56:6/FA22:4,22371.12,84911.06,151232.91,27734.31,92986.14,48687.3,79507.18,272046.56,7324.47,7059.49
TAG 56:6/FA22:5,60360.18,86145.27,488410.77,116905.95,9415.28,72134.86,470589.68,346094.91,62552.22,36266.44
TAG 56:6/FA22:6,12872.49,49560.31,103461.13,79452.64,22029.19,61195.09,40540.24,198327.32, , 
